,ID,Year_Birth,Year_Old,CustomerFor,Dt_Customer,Education,Marital_Status,Income,Kidhome,Teenhome,ChildrenHome,Recency,MntSpentTotal,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,PurchaseLastMonth,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,AcceptedCmpTotal,Complain,Z_CostContact,Z_Revenue
1846,9931,1963,61,3666 days,2014-06-23,PhD,Married,4023,1,1,2,29,9,5,0,1,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,0,3,11
1847,10595,1990,34,4016 days,2013-07-08,Graduation,Married,30093,0,0,0,19,69,2,6,28,13,4,16,1,1,2,0,3,7,0,0,0,0,0,0,0,0,3,11
1848,4609,1966,58,3829 days,2014-01-11,PhD,Married,57705,0,1,1,14,486,383,0,53,6,4,40,1,3,8,1,6,6,0,0,0,0,0,0,0,0,3,11
1849,5010,1988,36,3807 days,2014-02-02,Graduation,Single,25008,1,0,1,72,34,2,8,8,6,1,9,0,2,1,0,3,8,0,0,0,0,0,0,0,0,3,11
1850,4427,1995,29,4309 days,2012-09-18,2n Cycle,Single,83257,0,0,0,56,1365,536,27,590,38,107,67,0,1,5,10,12,6,0,0,1,0,1,1,3,1,3,11
1851,11148,1975,49,4066 days,2013-05-19,Graduation,Together,22280,1,0,1,85,13,2,1,4,3,1,2,0,1,1,0,2,8,0,0,0,0,0,0,0,0,3,11
1852,1168,1978,46,4268 days,2012-10-29,PhD,Married,72159,0,0,0,62,1401,322,53,899,34,40,53,0,1,4,6,10,2,0,0,0,0,0,0,0,0,3,11
1853,9595,1961,63,4194 days,2013-01-11,Graduation,Together,64260,0,0,0,1,1574,539,169,816,20,0,30,1,1,4,5,4,3,0,0,0,0,0,1,1,0,3,11
1854,10163,1984,40,3952 days,2013-09-10,PhD,Single,82733,0,0,0,28,1323,712,50,420,65,38,38,1,1,8,4,7,4,0,0,0,0,0,1,1,0,3,11
1855,2886,1971,53,3981 days,2013-08-12,Master,Divorced,74290,0,1,1,70,1217,1121,0,72,0,12,12,0,4,10,8,10,6,1,0,0,1,0,0,2,0,3,11
1856,6710,1951,73,4249 days,2012-11-17,Master,Single,58217,2,1,3,84,103,68,1,13,3,5,13,0,1,2,0,4,6,0,0,0,0,0,0,0,0,3,11
1857,5316,1976,48,4020 days,2013-07-04,Master,Together,21024,0,0,0,89,84,36,4,18,6,2,18,0,1,2,0,4,7,0,0,0,0,0,0,0,0,3,11
1858,9029,1972,52,4179 days,2013-01-26,PhD,Married,70116,0,0,0,73,1536,707,44,603,95,58,29,0,1,2,8,12,1,0,0,0,0,0,0,0,0,3,11
1859,521,1985,39,4309 days,2012-09-18,Graduation,Together,54006,1,0,1,42,581,174,77,203,6,24,97,0,2,8,1,7,7,0,0,0,0,0,0,0,0,3,11
1860,1459,1966,58,4259 days,2012-11-07,PhD,Married,69063,0,1,1,16,928,666,35,124,69,8,26,1,1,5,3,5,3,0,0,0,0,0,0,0,0,3,11
1861,10241,1975,49,3856 days,2013-12-15,2n Cycle,Divorced,11448,0,0,0,16,14,0,0,0,6,2,6,1,1,1,0,2,6,0,0,0,0,0,0,0,0,3,11
1862,1630,1979,45,3986 days,2013-08-07,Graduation,Single,61825,0,1,1,56,424,162,50,100,55,30,27,0,1,4,2,8,4,0,0,0,0,0,0,0,0,3,11
1863,3254,1971,53,3918 days,2013-10-14,Graduation,Married,70886,1,0,1,65,960,407,70,239,103,88,53,0,1,5,4,4,2,0,0,0,0,0,0,0,0,3,11
1864,9064,1982,42,4257 days,2012-11-09,Graduation,Married,69109,0,0,0,10,1555,823,25,459,124,29,95,1,1,6,6,7,4,0,0,0,0,1,1,2,0,3,11
1865,3678,1973,51,4290 days,2012-10-07,Graduation,Widow,60208,1,1,2,13,656,488,23,71,15,0,59,1,11,8,3,7,7,0,0,0,1,0,1,2,0,3,11
1866,4227,1968,56,3956 days,2013-09-06,Master,Together,32889,1,1,2,78,55,28,0,13,4,2,8,0,3,2,1,3,5,0,0,0,0,0,0,0,0,3,11
1867,9467,1984,40,3709 days,2014-05-11,Graduation,Single,34738,1,0,1,51,20,3,2,10,3,0,2,0,1,1,0,3,6,0,0,0,0,0,0,0,0,3,11
1868,8486,1971,53,4296 days,2012-10-01,Master,Together,30538,1,0,1,27,367,284,0,52,8,3,20,1,4,9,0,4,10,0,0,0,0,0,0,0,0,3,11
1869,2186,1977,47,3771 days,2014-03-10,2n Cycle,Together,82326,0,0,0,30,2257,938,142,754,159,81,183,0,1,5,10,6,2,1,0,0,1,1,1,4,0,3,11
1870,3286,1967,57,3780 days,2014-03-01,PhD,Divorced,26642,1,0,1,71,42,13,2,15,2,2,8,0,2,2,0,3,6,0,0,0,0,0,0,0,0,3,11
1871,8602,1964,60,4042 days,2013-06-12,Graduation,Divorced,69932,0,1,1,97,1049,412,172,153,150,105,57,0,2,7,6,11,4,0,0,0,0,0,0,0,0,3,11
1872,3722,1972,52,3734 days,2014-04-16,Graduation,Single,44503,1,1,2,83,48,31,1,8,0,0,8,0,2,2,0,3,6,0,0,0,0,0,0,0,0,3,11
1873,6715,1948,76,4203 days,2013-01-02,PhD,Single,60200,0,1,1,3,685,502,19,132,0,6,26,1,6,6,2,11,6,0,0,0,0,0,0,0,0,3,11
1874,4796,1952,72,3731 days,2014-04-19,Graduation,Divorced,49638,0,1,1,71,39,18,10,3,3,5,0,0,1,1,0,3,2,0,0,0,0,0,0,0,0,3,11
1875,9612,1987,37,3802 days,2014-02-07,2n Cycle,Single,23830,0,0,0,3,43,1,8,6,4,8,16,1,1,1,0,3,7,0,0,0,0,0,0,0,0,3,11
1876,3766,1959,65,4342 days,2012-08-16,Master,Widow,33051,0,0,0,15,835,100,71,243,108,94,219,1,3,9,1,8,9,0,0,0,0,0,1,1,0,3,11
1877,1399,1958,66,3819 days,2014-01-21,Graduation,Married,72905,0,0,0,52,1515,407,114,445,181,165,203,0,1,3,7,9,1,1,0,0,0,0,0,1,0,3,11
1878,1570,1951,73,4155 days,2013-02-19,PhD,Together,69702,0,1,1,8,1039,664,9,240,50,19,57,1,2,7,7,10,4,0,0,0,0,0,0,0,0,3,11
1879,3426,1975,49,4009 days,2013-07-15,Graduation,Divorced,70300,1,0,1,89,1596,1045,61,338,60,46,46,0,3,5,5,13,8,0,0,0,0,0,0,0,0,3,11
1880,3074,1984,40,4282 days,2012-10-15,PhD,Married,70643,0,0,0,66,1828,1218,107,304,23,143,33,0,1,5,8,4,6,0,0,0,0,0,1,1,0,3,11
1881,8341,1969,55,3720 days,2014-04-30,PhD,Married,30396,1,0,1,22,34,15,0,6,0,1,12,1,2,1,1,2,7,0,0,1,0,0,1,2,0,3,11
1882,5180,1968,56,3732 days,2014-04-18,PhD,Divorced,50616,0,1,1,56,149,128,0,16,0,1,4,0,2,4,0,4,7,0,0,0,0,0,0,0,0,3,11
1883,6461,1969,55,4066 days,2013-05-19,Master,Single,62772,0,1,1,74,946,581,49,157,43,8,108,0,1,5,6,11,2,0,0,0,1,0,0,1,0,3,11
1884,7679,1985,39,3701 days,2014-05-19,PhD,Single,30298,0,0,0,48,28,6,3,12,6,1,0,0,1,1,1,3,3,0,0,0,0,0,0,0,0,3,11
1885,10702,1984,40,4263 days,2012-11-03,Graduation,Single,52413,1,0,1,67,450,185,8,133,56,56,12,0,2,7,1,7,7,0,0,0,0,0,0,0,0,3,11
1886,7505,1957,67,3821 days,2014-01-19,PhD,Married,44155,1,1,2,24,46,22,1,9,0,0,14,1,1,1,1,2,4,0,0,0,0,0,0,0,0,3,11
1887,5113,1971,53,3894 days,2013-11-07,PhD,Divorced,86979,0,0,0,67,1702,584,100,835,65,83,35,0,1,5,5,5,2,0,0,1,0,0,1,2,0,3,11
1888,10858,1975,49,3953 days,2013-09-09,Graduation,Together,76532,1,1,2,38,820,355,30,177,90,138,30,0,4,9,5,7,5,0,0,0,0,0,0,0,0,3,11
1889,2961,1982,42,4148 days,2013-02-26,Graduation,Married,42081,1,0,1,86,382,175,10,110,54,6,27,0,2,6,3,4,6,0,0,1,0,0,0,1,0,3,11
1890,2747,1988,36,4327 days,2012-08-31,PhD,Married,67546,0,0,0,90,2126,864,134,768,150,38,172,0,1,4,10,5,3,0,0,0,0,0,0,0,0,3,11
1891,3010,1989,35,3718 days,2014-05-02,Master,Together,88420,0,0,0,87,2069,957,153,612,99,95,153,0,1,4,7,8,1,1,0,1,0,1,0,3,0,3,11
1892,5790,1985,39,4178 days,2013-01-27,Graduation,Married,31158,1,0,1,62,72,25,6,16,20,0,5,0,2,2,0,3,8,0,0,0,0,0,0,0,0,3,11
1893,6892,1968,56,3686 days,2014-06-03,Graduation,Divorced,61671,0,1,1,23,732,641,7,56,0,0,28,1,8,10,4,6,8,1,0,0,1,0,0,2,0,3,11
1894,1743,1974,50,3694 days,2014-05-26,Graduation,Single,69719,0,0,0,99,801,273,86,208,177,14,43,0,1,2,3,5,1,0,0,0,0,0,0,0,0,3,11
1895,3578,1949,75,3912 days,2013-10-20,Graduation,Divorced,49160,0,1,1,29,236,122,21,43,25,10,15,1,2,3,1,6,6,0,0,0,0,0,0,0,0,3,11
1896,8462,1978,46,4318 days,2012-09-09,Basic,Together,24882,1,0,1,52,80,1,4,10,29,0,36,0,1,1,1,2,6,0,0,1,0,0,0,1,0,3,11
1897,5558,1954,70,3750 days,2014-03-31,PhD,Single,90933,0,0,0,90,1685,1020,31,430,62,63,79,0,1,4,6,4,1,0,0,0,0,1,0,1,0,3,11
1898,4619,1945,79,3692 days,2014-05-28,PhD,Single,113734,0,0,0,9,277,6,2,3,1,262,3,1,0,27,0,0,1,0,0,0,0,0,0,0,0,3,11
1899,8780,1950,74,4041 days,2013-06-13,PhD,Together,59292,0,1,1,71,507,378,14,68,19,14,14,0,2,3,5,8,3,0,0,0,0,0,0,0,0,3,11
1900,10789,1964,60,4151 days,2013-02-23,PhD,Married,45759,1,1,2,13,68,42,1,18,3,0,4,1,2,2,0,3,7,0,0,0,0,0,0,0,0,3,11
1901,10779,1983,41,3737 days,2014-04-13,Graduation,Single,22148,0,0,0,16,49,15,5,14,0,4,11,1,1,1,0,3,7,0,0,0,0,0,0,0,0,3,11
1902,5896,1987,37,3763 days,2014-03-18,Master,Married,73395,0,0,0,94,397,272,7,80,20,7,11,0,1,4,4,6,2,0,0,0,0,0,0,0,0,3,11
1903,2337,1971,53,3908 days,2013-10-24,Graduation,Divorced,29819,1,0,1,77,39,9,1,24,2,1,2,0,3,3,0,3,6,0,0,0,0,0,0,0,0,3,11
1904,10951,1968,56,3815 days,2014-01-25,Graduation,Married,45688,0,1,1,20,306,279,0,18,0,0,9,1,2,3,1,8,4,0,0,0,1,0,0,1,0,3,11
1905,544,1954,70,4074 days,2013-05-11,Graduation,Married,62820,0,0,0,51,976,398,61,265,138,61,53,0,1,3,4,6,1,0,0,0,0,0,0,0,0,3,11
1906,17,1971,53,3956 days,2013-09-06,PhD,Married,60491,0,1,1,81,1028,637,47,237,12,19,76,0,4,6,11,7,5,0,0,0,0,0,0,0,0,3,11
1907,10680,1986,38,3804 days,2014-02-05,Graduation,Together,33235,1,0,1,71,70,45,0,16,2,1,6,0,1,3,0,3,7,0,0,0,0,0,0,0,0,3,11
1908,3265,1959,65,4127 days,2013-03-19,Graduation,Married,35701,0,0,0,36,46,21,1,9,7,3,5,0,1,1,0,3,6,0,0,0,0,0,0,0,0,3,11
1909,5623,1980,44,3936 days,2013-09-26,Master,Married,31535,1,0,1,95,51,15,4,13,0,0,19,0,1,1,1,2,7,0,0,1,0,0,0,1,0,3,11
1910,5832,1960,64,3730 days,2014-04-20,2n Cycle,Together,92556,0,0,0,32,1263,493,183,352,184,23,28,0,0,3,5,13,0,0,0,0,0,0,0,0,0,3,11
1911,5544,1970,54,4256 days,2012-11-10,Graduation,Single,67384,0,1,1,32,1490,957,40,175,158,53,107,0,2,7,8,5,5,0,0,0,1,0,0,1,0,3,11
1912,6417,1971,53,4283 days,2012-10-14,Master,Together,80573,0,0,0,85,1564,829,138,430,60,92,15,0,1,4,6,13,2,0,0,0,0,0,0,0,0,3,11
1913,5831,1967,57,4336 days,2012-08-22,Graduation,Married,77870,0,1,1,93,1815,1017,50,500,65,50,133,0,3,5,5,5,8,1,0,0,1,0,1,3,0,3,11
1914,7101,1963,61,4180 days,2013-01-25,PhD,Widow,52278,0,1,1,24,1198,953,0,71,0,0,174,1,6,10,5,10,8,0,0,0,0,0,0,0,0,3,11
1915,10176,1968,56,4334 days,2012-08-24,Graduation,Single,57107,0,1,1,44,416,159,0,120,0,0,137,0,7,4,4,8,8,0,1,0,1,0,1,3,0,3,11
1916,2326,1990,34,4158 days,2013-02-16,Graduation,Married,18929,0,0,0,15,85,32,0,8,23,4,18,1,1,1,0,4,6,0,0,0,0,0,0,0,0,3,11
1917,4385,1981,43,4054 days,2013-05-31,PhD,Single,36038,1,0,1,82,47,23,0,15,0,2,7,0,2,3,0,3,6,0,0,0,0,0,0,0,0,3,11
1918,2929,1976,48,4154 days,2013-02-20,Graduation,Single,20180,0,0,0,27,137,18,42,24,15,20,18,1,1,2,1,4,7,0,0,0,0,0,0,0,0,3,11
1919,10686,1965,59,4210 days,2012-12-26,PhD,Together,34230,1,1,2,72,21,15,0,4,0,0,2,0,1,1,0,2,7,0,0,0,0,0,0,0,0,3,11
1920,2546,1977,47,3667 days,2014-06-22,2n Cycle,Single,31878,0,1,1,7,70,23,4,5,10,5,23,1,1,1,0,4,3,0,0,0,0,0,0,0,0,3,11
1921,3283,1972,52,3821 days,2014-01-19,2n Cycle,Married,70932,0,1,1,57,909,200,193,100,46,185,185,0,2,6,2,12,3,0,0,0,0,0,0,0,0,3,11
1922,3138,1956,68,4277 days,2012-10-20,Graduation,Single,91249,0,0,0,84,1676,1324,27,119,71,108,27,0,0,7,9,6,4,1,1,0,1,1,1,5,0,3,11
1923,4994,1943,81,3931 days,2013-10-01,Master,Single,77598,0,0,0,53,1735,1193,33,281,129,66,33,0,1,7,5,13,3,0,0,0,0,1,0,1,0,3,11
1924,7966,1959,65,4197 days,2013-01-08,Graduation,Single,80982,1,1,2,48,1191,505,137,401,104,22,22,0,3,11,5,11,5,0,0,0,0,0,0,0,1,3,11
1925,3112,1977,47,3957 days,2013-09-05,Master,Married,22701,1,0,1,2,24,2,4,9,0,4,5,1,1,1,0,3,5,0,0,0,0,0,0,0,0,3,11
1926,10872,1969,55,4243 days,2012-11-23,PhD,Married,55212,0,1,1,65,1182,1103,0,45,0,0,34,0,3,4,2,11,8,0,1,0,1,0,0,2,0,3,11
1927,2181,1970,54,4031 days,2013-06-23,Graduation,Married,70617,0,0,0,45,1280,353,61,753,40,46,27,0,1,3,3,7,2,0,0,0,0,0,0,0,0,3,11
1928,1867,1957,67,4253 days,2012-11-13,Graduation,Single,64849,0,0,0,42,1336,652,48,350,94,84,108,0,1,9,3,6,5,0,0,0,0,0,1,1,0,3,11
1929,1518,1965,59,4037 days,2013-06-17,Master,Married,62694,1,1,2,29,749,379,6,157,25,91,91,1,5,9,3,7,7,0,0,0,0,0,0,0,0,3,11
1930,5734,1974,50,3881 days,2013-11-20,PhD,Married,61917,1,1,2,83,91,46,4,36,2,2,1,0,1,2,0,4,5,0,0,0,0,0,0,0,0,3,11
1931,2878,1947,77,3934 days,2013-09-28,PhD,Married,67472,0,1,1,93,414,162,31,127,8,17,69,0,2,4,2,7,3,0,0,0,0,0,0,0,0,3,11
1932,1458,1982,42,3833 days,2014-01-07,Master,Married,21059,1,0,1,40,44,8,3,19,3,3,8,0,3,3,0,3,6,0,0,0,0,0,0,0,0,3,11
1933,7007,1968,56,3749 days,2014-04-01,Master,Married,29543,2,0,2,47,63,17,3,18,3,4,18,0,2,3,1,2,7,0,0,0,0,0,0,0,0,3,11
1934,6200,1951,73,4107 days,2013-04-08,Graduation,Married,75903,0,1,1,50,901,340,108,185,130,38,100,0,2,6,6,9,3,0,0,0,0,0,0,0,0,3,11
1935,1403,1975,49,4321 days,2012-09-06,2n Cycle,Together,34984,1,1,2,40,38,8,4,15,3,5,3,0,2,1,0,3,7,0,0,0,0,0,0,0,0,3,11
1936,4827,1956,68,4136 days,2013-03-10,PhD,Single,54998,0,1,1,3,455,154,22,202,39,30,8,1,5,4,2,9,4,0,0,0,0,0,1,1,0,3,11
1937,6250,1949,75,4247 days,2012-11-19,PhD,Widow,54356,0,1,1,62,775,710,15,30,20,0,0,0,3,11,2,8,8,0,0,0,0,0,1,1,0,3,11
1938,9291,1959,65,3758 days,2014-03-23,Master,Married,34242,0,1,1,25,15,8,2,4,0,0,1,1,1,0,0,3,5,0,0,0,0,0,0,0,0,3,11
1939,2478,1973,51,3962 days,2013-08-31,Graduation,Married,25410,1,0,1,48,38,2,2,4,13,13,4,0,1,1,0,4,4,0,0,0,0,0,0,0,0,3,11
1940,1139,1984,40,3803 days,2014-02-06,PhD,Married,73356,0,0,0,56,1512,1050,14,322,0,14,112,0,1,5,11,5,2,1,0,1,0,1,1,4,0,3,11
1941,5138,1950,74,4191 days,2013-01-14,Graduation,Together,28320,0,1,1,68,43,19,1,14,3,2,4,0,1,1,0,3,8,0,0,0,0,0,0,0,0,3,11
1942,5393,1977,47,4351 days,2012-08-07,Graduation,Single,23763,1,0,1,64,42,22,0,6,6,2,6,0,1,1,0,3,7,0,0,0,0,0,0,0,0,3,11
1943,10413,1984,40,3725 days,2014-04-25,Graduation,Married,72570,0,0,0,67,1089,274,83,216,151,141,224,0,1,4,6,12,1,0,0,0,0,0,0,0,0,3,11
1944,5015,1976,48,4313 days,2012-09-14,Master,Married,34529,1,0,1,94,162,68,6,38,3,6,41,0,2,2,2,3,7,0,0,0,0,0,0,0,0,3,11
1945,10868,1951,73,4168 days,2013-02-06,Graduation,Widow,70792,0,0,0,82,1272,344,45,654,104,11,114,0,2,3,4,10,3,0,0,0,0,0,0,0,0,3,11
1946,10676,1982,42,4264 days,2012-11-02,Graduation,Married,63211,0,0,0,3,1173,145,193,459,205,26,145,1,2,3,8,7,2,0,0,0,0,0,1,1,0,3,11
1947,2495,1974,50,3669 days,2014-06-20,Master,Married,83891,0,1,1,24,816,217,38,350,111,85,15,1,1,4,7,10,1,0,0,0,0,0,0,0,0,3,11
1948,7842,1968,56,4115 days,2013-03-31,Graduation,Single,36065,1,1,2,54,74,18,7,34,10,2,3,0,3,3,0,3,8,0,0,0,0,0,0,0,0,3,11
1949,9955,1954,70,4162 days,2013-02-12,Graduation,Together,39898,0,1,1,20,134,69,8,26,12,7,12,1,2,3,0,4,7,0,0,0,0,0,0,0,0,3,11
1950,6663,1940,84,4016 days,2013-07-08,PhD,Single,51141,0,0,0,96,157,144,0,7,0,0,6,0,1,3,1,4,5,0,0,0,0,0,0,0,0,3,11
1951,2162,1976,48,3944 days,2013-09-18,Graduation,Married,56939,0,1,1,19,561,256,34,103,90,29,49,1,2,3,3,10,3,0,0,0,0,0,0,0,0,3,11
1952,3434,1951,73,3708 days,2014-05-12,Graduation,Single,80872,0,0,0,60,1336,483,72,567,94,12,108,0,1,4,4,10,1,0,0,0,0,0,0,0,0,3,11
1953,7919,1976,48,4345 days,2012-08-13,PhD,Together,72335,0,0,0,2,2092,1285,105,653,28,21,0,1,1,10,4,8,8,0,0,0,0,0,1,1,0,3,11
1954,5626,1964,60,3878 days,2013-11-23,PhD,Single,61798,0,0,0,13,463,338,4,89,11,8,13,1,1,4,2,9,4,0,0,0,0,0,0,0,0,3,11
1955,6428,1950,74,3717 days,2014-05-03,PhD,Widow,76842,0,0,0,37,1130,605,10,345,84,54,32,0,1,1,8,7,0,0,0,0,0,0,0,0,0,3,11
1956,8514,1976,48,3823 days,2014-01-17,Graduation,Together,29478,1,0,1,59,20,8,0,7,3,1,1,0,1,1,0,3,6,0,0,0,0,0,0,0,0,3,11
1957,10448,1956,68,4275 days,2012-10-22,Graduation,Single,46998,0,1,1,55,377,172,41,86,45,6,27,0,5,5,3,5,7,0,0,1,0,0,0,1,0,3,11
1958,2109,1990,34,4092 days,2013-04-23,Graduation,Single,96843,0,0,0,60,1544,448,71,951,40,17,17,0,1,6,11,10,2,0,0,0,0,1,1,2,0,3,11
1959,7530,1950,74,3713 days,2014-05-07,PhD,Widow,56551,1,1,2,48,138,67,4,32,17,2,16,0,3,2,1,4,4,0,0,0,0,0,0,0,0,3,11
1960,8925,1965,59,4021 days,2013-07-03,Master,Married,70053,0,1,1,38,1012,512,53,98,81,179,89,0,3,8,5,10,5,0,0,0,0,0,0,0,0,3,11
1961,3009,1962,62,4015 days,2013-07-09,PhD,Widow,71670,0,0,0,8,1766,1462,16,128,0,0,160,1,1,5,3,6,6,0,1,0,1,1,1,4,0,3,11
1962,6355,1978,46,3672 days,2014-06-17,Graduation,Married,44359,1,1,2,19,45,20,0,14,7,3,1,1,3,2,0,4,3,0,0,0,0,0,0,0,0,3,11
1963,3517,1952,72,4079 days,2013-05-06,Graduation,Single,40887,1,1,2,32,161,50,4,44,10,10,43,0,3,3,1,3,9,0,0,0,0,0,1,1,0,3,11
1964,1158,1966,58,3835 days,2014-01-05,Graduation,Divorced,48877,0,1,1,27,144,102,1,15,2,0,24,1,1,3,0,4,7,0,0,0,0,0,0,0,0,3,11
1965,6203,1947,77,3969 days,2013-08-24,Graduation,Together,74485,0,0,0,58,1734,499,149,815,173,49,49,0,1,6,7,12,3,0,0,0,0,0,0,0,0,3,11
1966,7165,1972,52,3910 days,2013-10-22,Graduation,Together,64474,0,1,1,59,823,381,35,172,56,86,93,0,2,8,2,10,5,0,0,0,0,0,0,0,0,3,11
1967,3595,1963,61,3781 days,2014-02-28,Graduation,Together,77226,0,1,1,29,1138,631,43,239,128,76,21,1,2,6,8,12,3,0,0,0,0,0,0,0,0,3,11
1968,8537,1949,75,4147 days,2013-02-27,Graduation,Widow,72643,0,0,0,60,1429,526,80,553,123,94,53,0,1,3,10,7,2,1,0,0,0,0,1,2,0,3,11
1969,4331,1978,46,3817 days,2014-01-23,Master,Together,85738,0,0,0,41,1371,913,26,376,17,26,13,0,1,3,6,11,1,0,0,0,1,1,0,2,0,3,11
1970,6281,1966,58,4160 days,2013-02-14,Graduation,Divorced,55686,0,1,1,27,982,673,0,199,37,47,26,1,2,6,3,5,4,0,0,1,0,0,0,1,0,3,11
1971,4338,1983,41,3756 days,2014-03-25,Graduation,Single,39062,1,0,1,28,44,23,0,9,0,0,12,1,1,1,0,3,4,0,0,1,0,0,0,1,0,3,11
1972,2452,1971,53,4204 days,2013-01-01,Graduation,Together,34600,1,1,2,8,318,199,33,60,8,3,15,1,5,5,2,5,8,0,0,0,0,0,1,1,0,3,11
1973,9507,1975,49,4108 days,2013-04-07,Graduation,Married,40794,0,1,1,18,434,261,23,73,4,23,50,1,2,6,3,5,7,0,0,0,0,0,0,0,0,3,11
1974,8360,1971,53,3894 days,2013-11-07,2n Cycle,Married,54690,1,1,2,76,198,111,16,37,7,9,18,0,3,3,1,5,3,0,0,0,0,0,0,0,0,3,11
1975,10311,1969,55,3927 days,2013-10-05,Graduation,Married,4428,0,1,1,0,359,16,4,12,2,4,321,1,0,25,0,0,1,0,0,0,0,0,0,0,0,3,11
1976,5117,1963,61,4356 days,2012-08-02,2n Cycle,Married,32632,0,0,0,32,576,63,151,137,153,19,53,0,2,4,4,8,5,0,0,0,0,0,0,0,0,3,11
1977,4867,1968,56,3942 days,2013-09-20,PhD,Single,38236,1,1,2,2,88,58,0,18,2,0,10,1,4,3,0,4,7,0,0,0,0,0,0,0,0,3,11
1978,9289,1979,45,3740 days,2014-04-10,Graduation,Married,36781,1,0,1,16,63,29,1,17,0,3,13,1,1,2,1,2,8,0,0,0,0,0,1,1,0,3,11
1979,10913,1984,40,4231 days,2012-12-05,Master,Single,31385,1,0,1,56,27,3,2,12,0,1,9,0,1,1,0,2,8,0,0,1,0,0,1,2,0,3,11
1980,3032,1984,40,4147 days,2013-02-27,Graduation,Married,24570,1,0,1,97,193,28,34,62,11,14,44,0,3,4,0,4,9,0,0,0,0,0,0,0,0,3,11
1981,8524,1974,50,4309 days,2012-09-18,PhD,Divorced,25509,1,0,1,15,101,40,3,30,10,7,11,1,3,3,0,3,9,0,0,0,0,0,1,1,0,3,11
1982,3334,1951,73,3797 days,2014-02-12,Graduation,Married,94642,0,0,0,35,2211,879,143,797,106,143,143,0,0,5,7,9,1,1,0,0,0,1,0,2,0,3,11
1983,4470,1962,62,4044 days,2013-06-10,Master,Married,58646,0,1,1,3,140,62,1,44,6,5,22,1,1,2,1,4,4,0,0,0,0,0,0,0,0,3,11
1984,1406,1975,49,4162 days,2013-02-12,Graduation,Single,53201,1,1,2,49,415,280,7,81,20,0,27,0,8,6,3,5,7,0,0,0,0,0,0,0,0,3,11
1985,8619,1957,67,4212 days,2012-12-24,Graduation,Together,21994,0,1,1,4,22,9,0,6,3,1,3,1,1,0,0,3,5,0,0,0,0,0,0,0,0,3,11
1986,10821,1978,46,4168 days,2013-02-06,Graduation,Married,57113,1,1,2,45,263,182,4,33,0,2,42,0,6,4,1,5,7,0,0,0,0,0,0,0,0,3,11
1987,4552,1991,33,4032 days,2013-06-22,Graduation,Married,51373,0,0,0,37,393,83,2,101,64,26,117,0,1,3,5,3,4,0,0,0,0,0,0,0,0,3,11
1988,898,1986,38,3911 days,2013-10-21,Graduation,Married,23477,1,0,1,39,147,38,15,54,3,8,29,0,3,3,0,4,8,0,0,0,0,0,0,0,0,3,11
1989,9797,1956,68,3737 days,2014-04-13,Graduation,Married,58116,0,1,1,38,443,228,19,130,4,11,51,0,2,3,3,8,2,0,0,0,0,0,0,0,0,3,11
1990,10949,1963,61,3855 days,2013-12-16,PhD,Divorced,72968,0,0,0,8,1958,1092,37,592,145,37,55,1,1,5,5,8,3,1,0,0,0,0,1,2,0,3,11
1991,8212,1971,53,4118 days,2013-03-28,Master,Married,39791,0,1,1,89,174,85,15,27,13,13,21,0,2,3,1,4,7,0,0,0,0,0,0,0,0,3,11
1992,6248,1947,77,3915 days,2013-10-17,Master,Single,91712,0,0,0,47,2217,1276,24,746,94,29,48,0,0,9,7,11,3,0,0,0,0,1,1,2,0,3,11
1993,10164,1958,66,3747 days,2014-04-03,Graduation,Single,94472,0,1,1,75,1691,1017,33,417,108,100,16,0,1,5,5,5,5,0,0,0,1,1,0,2,0,3,11
1994,4547,1960,64,4098 days,2013-04-17,Graduation,Together,13672,1,1,2,86,25,6,2,9,2,1,5,0,2,1,0,3,8,0,0,0,0,0,0,0,0,3,11
1995,6815,1980,44,3697 days,2014-05-23,2n Cycle,Married,96547,0,0,0,4,809,448,21,125,52,101,62,1,0,7,6,8,2,1,0,1,0,1,1,4,0,3,11
1996,4122,1975,49,4329 days,2012-08-29,Graduation,Married,79205,0,0,0,73,895,504,23,117,179,28,44,0,1,6,5,4,4,1,0,0,0,0,1,2,0,3,11
1997,10841,1975,49,4211 days,2012-12-25,PhD,Together,56559,0,1,1,46,484,226,22,133,41,31,31,0,3,4,3,8,4,0,0,0,0,0,0,0,0,3,11
1998,5370,1973,51,4189 days,2013-01-16,PhD,Married,32644,1,0,1,38,413,239,3,141,0,7,23,0,4,7,1,6,8,0,0,1,0,0,0,1,0,3,11
1999,176,1980,44,3838 days,2014-01-02,2n Cycle,Single,67506,0,1,1,73,331,90,38,67,33,36,67,0,1,4,1,6,3,0,0,0,0,0,0,0,0,3,11
2000,4860,1970,54,4138 days,2013-03-08,Graduation,Single,24206,1,0,1,66,25,7,2,8,3,2,3,0,1,1,0,3,6,0,0,0,0,0,0,0,0,3,11
